sentence_id,text,aspect_term,term_polarity,from,to,categories,category_polarities,review_id
3672,The staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check.,sushi,neutral,32,37,['service'],['negative'],
3672,The staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check.,check,neutral,110,115,['service'],['negative'],
3672,The staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check.,dinner,neutral,42,48,['service'],['negative'],
3672,The staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check.,bar,neutral,86,89,['service'],['negative'],
2428,"As a long-time patron of Mamoun's, I always figured that I had found the best late night food spot in the city.",food spot,positive,89,98,['anecdotes/miscellaneous'],['positive'],
2165,The bagel was huge.,bagel,neutral,4,9,['food'],['positive'],
1207,Get the tuna of gari.,tuna,positive,8,12,['food'],['positive'],
182,"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",somosas,positive,11,18,['food'],['conflict'],
182,"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",chai,positive,20,24,['food'],['conflict'],
182,"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",chole,positive,34,39,['food'],['conflict'],
182,"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",dhosas,negative,49,55,['food'],['conflict'],
182,"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",dhal,negative,60,64,['food'],['conflict'],
1416,Edible but really a ripoff at those prices given whats in the area.,prices,negative,36,42,"['food', 'price']","['neutral', 'negative']",
196,"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.",bathroom,negative,72,80,"['service', 'ambience']","['conflict', 'negative']",
2748,The service was the only thing good about this restaurant.,service,positive,4,11,['service'],['positive'],
1818,Service- friendly and attentive.,Service,positive,0,7,['service'],['positive'],
1718,"Great food, great decor, great service.",food,positive,6,10,"['food', 'service', 'ambience']","['positive', 'positive', 'positive']",
1718,"Great food, great decor, great service.",decor,positive,18,23,"['food', 'service', 'ambience']","['positive', 'positive', 'positive']",
1718,"Great food, great decor, great service.",service,positive,31,38,"['food', 'service', 'ambience']","['positive', 'positive', 'positive']",
2207,"And, atlhough tables opened up next to us and we ASKED for a slightly larger space, they left us awkardly seated.",tables,neutral,14,20,['service'],['negative'],
2207,"And, atlhough tables opened up next to us and we ASKED for a slightly larger space, they left us awkardly seated.",space,neutral,77,82,['service'],['negative'],
3095,"The palak paneer was standard, and I was not a fan of the malai kofta.",palak paneer,neutral,4,16,['food'],['neutral'],
3095,"The palak paneer was standard, and I was not a fan of the malai kofta.",malai kofta,neutral,58,69,['food'],['neutral'],
2002,I've dined at Alain Ducasse's restaurant in Monte Carlo for half the price for the same excellent dining experience.,dining,positive,98,104,['price'],['positive'],
2002,I've dined at Alain Ducasse's restaurant in Monte Carlo for half the price for the same excellent dining experience.,price,positive,69,74,['price'],['positive'],
441,"Yeah, sometimes the service can be slow.",service,negative,20,27,['service'],['negative'],
2948,There was no ambiance.,ambiance,negative,13,21,['ambience'],['negative'],
474,"Save your money and don't waste your calories, go to Margharita's on Washington Street instead, they have amazing food and the BEST service.",food,positive,114,118,['anecdotes/miscellaneous'],['negative'],
474,"Save your money and don't waste your calories, go to Margharita's on Washington Street instead, they have amazing food and the BEST service.",service,positive,132,139,['anecdotes/miscellaneous'],['negative'],
3662,The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.,service,positive,4,11,"['food', 'service']","['positive', 'positive']",
3662,The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.,dish,positive,61,65,"['food', 'service']","['positive', 'positive']",
3662,The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.,spring rolls,positive,98,110,"['food', 'service']","['positive', 'positive']",
3662,The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.,cod with pineapple tempura,positive,118,144,"['food', 'service']","['positive', 'positive']",
2471,"The only weird thing was if we got a bottle, the waitress would have simply multiplied the glass price X4, which makes no sense whatsoever.",bottle,neutral,37,43,['price'],['negative'],
2471,"The only weird thing was if we got a bottle, the waitress would have simply multiplied the glass price X4, which makes no sense whatsoever.",waitress,negative,49,57,['price'],['negative'],
2471,"The only weird thing was if we got a bottle, the waitress would have simply multiplied the glass price X4, which makes no sense whatsoever.",price,negative,97,102,['price'],['negative'],
1192,"They sell special sushi, everything have a topping, sauce and etc.",sushi,positive,18,23,['food'],['positive'],
1192,"They sell special sushi, everything have a topping, sauce and etc.",sauce,positive,52,57,['food'],['positive'],
1192,"They sell special sushi, everything have a topping, sauce and etc.",topping,positive,43,50,['food'],['positive'],
1373,DO not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of taste.,taste,negative,116,121,"['anecdotes/miscellaneous', 'ambience']","['negative', 'neutral']",
2686,"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",service,positive,75,82,"['service', 'ambience']","['positive', 'negative']",
2686,"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",place,negative,4,9,"['service', 'ambience']","['positive', 'negative']",
1952,The service was excellent and the food was delicious.,service,positive,4,11,"['food', 'service']","['positive', 'positive']",
1952,The service was excellent and the food was delicious.,food,positive,34,38,"['food', 'service']","['positive', 'positive']",
917,Service was also very good.,Service,positive,0,7,['service'],['positive'],
1325,"I took my girlfriend there for her birthday last night and we had a relaxing, really good meal.",meal,positive,90,94,['anecdotes/miscellaneous'],['positive'],
3016,"I would not have been so disappointed with the portions if the qualities were good enough to make up for it, but they were not!",portions,negative,47,55,['food'],['negative'],
3016,"I would not have been so disappointed with the portions if the qualities were good enough to make up for it, but they were not!",qualities,negative,63,72,['food'],['negative'],
1528,I'm happy to have Nosh in the neighborhood and the food is very comforting.,food,positive,51,55,"['food', 'anecdotes/miscellaneous']","['positive', 'positive']",
1162,"Good atmosphere, combination of all the hottest music dress code is relatively strict except on Fridays.",atmosphere,positive,5,15,['ambience'],['positive'],
1162,"Good atmosphere, combination of all the hottest music dress code is relatively strict except on Fridays.",music,positive,48,53,['ambience'],['positive'],
1162,"Good atmosphere, combination of all the hottest music dress code is relatively strict except on Fridays.",dress cod,negative,54,63,['ambience'],['positive'],
2796,love the food.,food,positive,9,13,['food'],['positive'],
3634,I would highly recommend Nina's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures.,candles,positive,121,128,"['anecdotes/miscellaneous', 'ambience']","['positive', 'positive']",
3634,I would highly recommend Nina's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures.,dinner,positive,71,77,"['anecdotes/miscellaneous', 'ambience']","['positive', 'positive']",
3634,I would highly recommend Nina's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures.,surrounding,positive,97,108,"['anecdotes/miscellaneous', 'ambience']","['positive', 'positive']",
3634,I would highly recommend Nina's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures.,pictures,positive,140,148,"['anecdotes/miscellaneous', 'ambience']","['positive', 'positive']",
822,All the desserts the group tried got favorable reviews.,desserts,positive,8,16,['food'],['positive'],
2256,There's something smooth about sipping sake upper east side style.,sake,positive,39,43,['anecdotes/miscellaneous'],['positive'],
2321,It's a nice place to relax and have conversation.,place,positive,12,17,['ambience'],['positive'],
2611,Best Reuben sandwich ever!,Reuben sandwich,positive,5,20,['food'],['positive'],
1716,Lucky Strike is a great casual place to just grab a bite to eat.,place,positive,31,36,['food'],['positive'],
1003,Wonderful strawberry daiquiries as well!,strawberry daiquiries,positive,10,31,['food'],['positive'],
